0.198022012,-0.280631465,-7.174820313,8.535678792
0.194427699,-0.276383794,-7.202420622,8.455032504
0.190819603,-0.272176406,-7.229953176,8.374550036
0.187197757,-0.268009216,-7.25742066,8.294238812
0.183562193,-0.263882137,-7.284825706,8.214105862
0.179912941,-0.259795079,-7.312170899,8.134157827
0.176250032,-0.255747947,-7.339458774,8.054400976
0.172573492,-0.251740645,-7.36669182,7.974841209
0.168883348,-0.247773072,-7.393872477,7.895484073
0.165179628,-0.243845126,-7.421003139,7.816334769
0.161462353,-0.239956702,-7.448086155,7.737398161
0.157731549,-0.236107692,-7.475123828,7.65867879
0.153987237,-0.232297987,-7.502118416,7.580180876
0.150229437,-0.228527474,-7.529072131,7.501908337
0.146458171,-0.22479604,-7.555987144,7.423864788
0.142673456,-0.22110357,-7.582865582,7.346053559
0.138875311,-0.217449947,-7.609709528,7.268477698
0.135063752,-0.213835053,-7.636521023,7.191139982
0.131238795,-0.210258767,-7.663302067,7.114042926
0.127400455,-0.206720969,-7.690054618,7.037188791
0.123548745,-0.203221538,-7.716780593,6.96057959
0.119683678,-0.199760349,-7.74348187,6.884217099
0.115805267,-0.196337279,-7.770160284,6.808102866
0.111913522,-0.192952204,-7.796817633,6.732238212
0.108008452,-0.189604999,-7.823455675,6.656624248
0.104090069,-0.186295538,-7.850076129,6.581261872
0.100158379,-0.183023695,-7.876680674,6.506151786
0.096213391,-0.179789344,-7.903270954,6.431294496
0.09225511,-0.176592358,-7.929848572,6.356690322
0.088283544,-0.173432612,-7.956415095,6.282339403
0.084298697,-0.170309977,-7.982972054,6.208241704
0.080300573,-0.167224328,-8.009520941,6.134397025
0.076289177,-0.164175538,-8.036063211,6.060805
0.072264511,-0.161163481,-8.062600287,5.987465112
0.068226577,-0.158188031,-8.08913355,5.914376691
0.064175378,-0.155249062,-8.115664349,5.841538924
0.060110913,-0.15234645,-8.142193996,5.768950859
0.056033184,-0.14948007,-8.16872377,5.69661141
0.051942189,-0.146649797,-8.195254911,5.624519363
0.047837928,-0.14385551,-8.221788627,5.552673379
0.0437204,-0.141097083,-8.24832609,5.481072003
0.039589601,-0.138374397,-8.274868437,5.409713662
0.03544553,-0.135687329,-8.301416772,5.338596676
0.031288183,-0.13303576,-8.327972164,5.267719258
0.027117557,-0.130419571,-8.354535648,5.197079521
0.022933646,-0.127838642,-8.381108224,5.126675479
0.018736447,-0.125292856,-8.407690859,5.056505055
0.014525954,-0.122782098,-8.434284486,4.986566081
0.01030216,-0.120306252,-8.460890004,4.916856303
0.006065061,-0.117865204,-8.487508279,4.847373385
0.00181465,-0.115458841,-8.514140142,4.778114913
-0.002449081,-0.113087052,-8.540786392,4.709078394
-0.006726139,-0.110749726,-8.567447793,4.640261267
-0.011016532,-0.108446755,-8.594125078,4.571660898
-0.015320267,-0.10617803,-8.620818942,4.503274589
-0.019637353,-0.103943445,-8.64753005,4.435099575
-0.0239678,-0.101742895,-8.674259033,4.367133033
-0.028311615,-0.099576277,-8.701006488,4.299372081
-0.03266881,-0.097443489,-8.727772978,4.23181378
-0.037039392,-0.09534443,-8.754559032,4.164455138
-0.041423372,-0.093279001,-8.781365146,4.097293113
-0.04582076,-0.091247105,-8.808191782,4.030324612
-0.050231567,-0.089248645,-8.835039369,3.963546497
-0.054655803,-0.087283527,-8.861908299,3.896955584
-0.059093479,-0.085351659,-8.888798933,3.830548647
-0.063544606,-0.083452949,-8.915711597,3.764322419
-0.068009194,-0.081587307,-8.94264658,3.698273595
-0.072487256,-0.079754646,-8.969604141,3.63239883
-0.076978802,-0.07795488,-8.9965845,3.566694747
-0.081483844,-0.076187923,-9.023587845,3.501157932
-0.086002394,-0.074453694,-9.050614326,3.435784939
-0.090534463,-0.072752112,-9.07766406,3.370572293
-0.095080062,-0.071083096,-9.104737129,3.305516486
-0.099639204,-0.06944657,-9.131833576,3.240613985
-0.104211899,-0.067842457,-9.158953411,3.175861228
-0.108798161,-0.066270684,-9.186096606,3.111254627
-0.113398,-0.064731179,-9.213263097,3.046790571
-0.118011428,-0.06322387,-9.240452784,2.982465423
-0.122638457,-0.061748691,-9.267665529,2.918275525
-0.127279097,-0.060305573,-9.294901156,2.854217198
-0.131933362,-0.058894452,-9.322159452,2.790286741
-0.136601261,-0.057515265,-9.349440166,2.726480434
-0.141282805,-0.056167952,-9.376743008,2.662794538
-0.145978007,-0.054852451,-9.40406765,2.599225297
-0.150686877,-0.053568708,-9.431413724,2.535768934
-0.155409424,-0.052316664,-9.458780823,2.472421661
-0.160145661,-0.051096268,-9.486168501,2.40917967
-0.164895596,-0.049907468,-9.513576268,2.346039139
-0.16965924,-0.048750213,-9.541003597,2.282996232
-0.174436603,-0.047624456,-9.568449919,2.220047098
-0.179227693,-0.046530151,-9.595914622,2.157187873
-0.184032521,-0.045467254,-9.623397053,2.094414681
-0.188851093,-0.044435722,-9.650896516,2.031723631
-0.19368342,-0.043435517,-9.678412272,1.969110823
-0.198529508,-0.042466599,-9.705943537,1.906572344
-0.203389366,-0.041528933,-9.733489486,1.844104268
-0.208263,-0.040622484,-9.761049246,1.781702662
-0.213150417,-0.03974722,-9.7886219,1.71936358
-0.218051624,-0.038903111,-9.816206486,1.657083065
-0.222966625,-0.038090128,-9.843801994,1.594857152
-0.227895427,-0.037308245,-9.871407369,1.532681867
-0.232838034,-0.036557438,-9.899021507,1.470553225
-0.23779445,-0.035837685,-9.926643256,1.408467231
-0.242764679,-0.035148964,-9.954271416,1.346419884
-0.247748723,-0.034491259,-9.981904735,1.284407172
-0.252746584,-0.033864552,-10.00954191,1.222425077
-0.257758265,-0.033268829,-10.0371816,1.160469569
-0.262783766,-0.032704079,-10.06482239,1.098536613
-0.267823087,-0.03217029,-10.09246283,1.036622164
-0.272876228,-0.031667454,-10.12010142,0.974722171
-0.277943188,-0.031195566,-10.14773658,0.912832574
-0.283023964,-0.030754621,-10.17536671,0.850949304
-0.288118554,-0.030344616,-10.20299013,0.789068288
